redemption_id,resident_id,redeemed_date,merchant,merchant_category,voucher_value_sgd,healthpoints_spent
EV001955,RESIDENT_01134,2026-05-29,Sheng Siong,Groceries,5,500
EV001991,RESIDENT_01151,2026-06-25,NTUC FairPrice,Groceries,10,1000
EV000081,RESIDENT_00045,2026-04-13,Decathlon,Sports,2,200
EV000633,RESIDENT_00373,2026-04-26,Sheng Siong,Groceries,10,1000
EV001623,RESIDENT_00936,2026-04-11,Kopitiam,Food & Beverage,5,500
EV002052,RESIDENT_01188,2026-05-01,Cold Storage,Groceries,5,500
EV000259,RESIDENT_00150,2026-05-01,Sheng Siong,Groceries,10,1000
EV001896,RESIDENT_01098,2026-06-02,Sheng Siong,Groceries,5,500
EV000126,RESIDENT_00075,2026-05-04,NTUC FairPrice,Groceries,2,200
EV000831,RESIDENT_00485,2026-05-16,Cold Storage,Groceries,10,1000
EV000724,RESIDENT_00424,2026-05-06,NTUC FairPrice,Groceries,15,1500
EV002249,RESIDENT_01293,2026-04-09,Sheng Siong,Groceries,10,1000
EV001995,RESIDENT_01154,2026-06-15,Cold Storage,Groceries,10,1000
EV000921,RESIDENT_00546,2026-04-04,Decathlon,Sports,10,1000
EV001790,RESIDENT_01029,2026-05-18,NTUC FairPrice,Groceries,5,500
EV001182,RESIDENT_00699,2026-06-05,NTUC FairPrice,Groceries,15,1500
EV002083,RESIDENT_01203,2026-05-06,Kopitiam,Food & Beverage,10,1000
EV000881,RESIDENT_00524,2026-05-05,NTUC FairPrice,Groceries,10,1000
EV002325,RESIDENT_01337,2026-06-27,Cold Storage,Groceries,10,1000
EV000308,RESIDENT_00178,2026-06-28,Guardian,Health & Beauty,10,1000
EV001268,RESIDENT_00748,2026-05-09,Decathlon,Sports,2,200
EV002539,RESIDENT_01483,2026-05-24,Guardian,Health & Beauty,15,1500
EV000206,RESIDENT_00117,2026-06-25,Guardian,Health & Beauty,15,1500
EV002218,RESIDENT_01276,2026-06-10,Cold Storage,Groceries,10,1000
EV000537,RESIDENT_00312,2026-04-20,Guardian,Health & Beauty,15,1500
EV000871,RESIDENT_00519,2026-05-29,Guardian,Health & Beauty,10,1000
EV002181,RESIDENT_01260,2026-04-07,Sheng Siong,Groceries,10,1000
EV000867,RESIDENT_00510,2026-05-13,Watsons,Health & Beauty,10,1000
EV000611,RESIDENT_00363,2026-06-08,Guardian,Health & Beauty,15,1500
EV000930,RESIDENT_00548,2026-06-08,NTUC FairPrice,Groceries,10,1000
EV001644,RESIDENT_00943,2026-04-22,Kopitiam,Food & Beverage,10,1000
EV001137,RESIDENT_00676,2026-04-09,NTUC FairPrice,Groceries,5,500
EV001474,RESIDENT_00857,2026-05-09,Watsons,Health & Beauty,10,1000
EV001715,RESIDENT_00978,2026-05-31,Guardian,Health & Beauty,15,1500
EV002131,RESIDENT_01234,2026-06-26,Kopitiam,Food & Beverage,15,1500
EV000175,RESIDENT_00100,2026-05-02,Decathlon,Sports,5,500
EV001026,RESIDENT_00604,2026-06-08,Cold Storage,Groceries,2,200
EV001312,RESIDENT_00775,2026-05-28,Watsons,Health & Beauty,5,500
EV001382,RESIDENT_00805,2026-05-26,Decathlon,Sports,15,1500
EV000438,RESIDENT_00260,2026-05-26,Decathlon,Sports,5,500
EV001483,RESIDENT_00863,2026-04-15,Watsons,Health & Beauty,2,200
EV000619,RESIDENT_00365,2026-06-28,Guardian,Health & Beauty,5,500
EV001719,RESIDENT_00981,2026-06-21,Watsons,Health & Beauty,5,500
EV000145,RESIDENT_00085,2026-06-21,Sheng Siong,Groceries,15,1500
EV000855,RESIDENT_00503,2026-04-28,Watsons,Health & Beauty,5,500
EV001342,RESIDENT_00788,2026-05-02,Guardian,Health & Beauty,15,1500
EV001783,RESIDENT_01023,2026-04-21,NTUC FairPrice,Groceries,10,1000
EV000026,RESIDENT_00015,2026-06-19,Kopitiam,Food & Beverage,5,500
EV002483,RESIDENT_01442,2026-06-26,Sheng Siong,Groceries,15,1500
EV000460,RESIDENT_00272,2026-04-09,Guardian,Health & Beauty,10,1000
EV001415,RESIDENT_00826,2026-05-19,Cold Storage,Groceries,5,500
EV000807,RESIDENT_00469,2026-04-22,Cold Storage,Groceries,10,1000
EV001673,RESIDENT_00957,2026-06-05,Decathlon,Sports,10,1000
EV000397,RESIDENT_00237,2026-04-02,NTUC FairPrice,Groceries,5,500
EV000517,RESIDENT_00303,2026-04-06,Sheng Siong,Groceries,10,1000
EV000580,RESIDENT_00341,2026-04-23,Guardian,Health & Beauty,2,200
EV002308,RESIDENT_01329,2026-04-30,Watsons,Health & Beauty,15,1500
EV000144,RESIDENT_00083,2026-05-11,Sheng Siong,Groceries,10,1000
EV000491,RESIDENT_00289,2026-05-27,Sheng Siong,Groceries,2,200
EV002280,RESIDENT_01311,2026-05-09,Watsons,Health & Beauty,5,500
EV000663,RESIDENT_00390,2026-05-19,Guardian,Health & Beauty,2,200
EV002158,RESIDENT_01253,2026-06-22,NTUC FairPrice,Groceries,15,1500
EV001180,RESIDENT_00695,2026-06-16,Cold Storage,Groceries,5,500
EV000500,RESIDENT_00291,2026-04-17,Sheng Siong,Groceries,10,1000
EV002186,RESIDENT_01262,2026-05-28,NTUC FairPrice,Groceries,10,1000
EV001444,RESIDENT_00837,2026-05-04,Sheng Siong,Groceries,10,1000
EV001167,RESIDENT_00688,2026-04-30,Decathlon,Sports,5,500
EV001536,RESIDENT_00887,2026-04-15,Kopitiam,Food & Beverage,10,1000
EV001685,RESIDENT_00963,2026-05-10,Sheng Siong,Groceries,15,1500
EV001936,RESIDENT_01124,2026-06-21,Cold Storage,Groceries,10,1000
EV002199,RESIDENT_01267,2026-06-18,Guardian,Health & Beauty,15,1500
EV002469,RESIDENT_01431,2026-06-21,Sheng Siong,Groceries,5,500
EV001804,RESIDENT_01038,2026-05-18,NTUC FairPrice,Groceries,5,500
EV000713,RESIDENT_00420,2026-05-14,Sheng Siong,Groceries,2,200
EV001603,RESIDENT_00927,2026-05-29,Kopitiam,Food & Beverage,15,1500
EV000102,RESIDENT_00058,2026-05-14,Guardian,Health & Beauty,5,500
EV000740,RESIDENT_00437,2026-06-04,Watsons,Health & Beauty,15,1500
EV002228,RESIDENT_01284,2026-04-28,Sheng Siong,Groceries,5,500
EV000914,RESIDENT_00541,2026-05-31,Watsons,Health & Beauty,5,500
EV001338,RESIDENT_00786,2026-04-14,Watsons,Health & Beauty,10,1000
EV000071,RESIDENT_00039,2026-05-06,NTUC FairPrice,Groceries,5,500
EV002065,RESIDENT_01194,2026-06-24,Watsons,Health & Beauty,10,1000
EV002103,RESIDENT_01216,2026-04-30,NTUC FairPrice,Groceries,10,1000
EV001403,RESIDENT_00817,2026-06-16,Sheng Siong,Groceries,10,1000
EV000329,RESIDENT_00195,2026-05-25,Sheng Siong,Groceries,2,200
EV002239,RESIDENT_01289,2026-04-16,Watsons,Health & Beauty,2,200
EV002518,RESIDENT_01469,2026-05-21,Decathlon,Sports,10,1000
EV001581,RESIDENT_00916,2026-04-22,Sheng Siong,Groceries,2,200
EV002192,RESIDENT_01264,2026-06-16,Decathlon,Sports,10,1000
EV001786,RESIDENT_01027,2026-04-08,Kopitiam,Food & Beverage,15,1500
EV002353,RESIDENT_01359,2026-06-08,NTUC FairPrice,Groceries,2,200
EV001468,RESIDENT_00853,2026-04-30,Watsons,Health & Beauty,15,1500
EV001493,RESIDENT_00869,2026-06-09,Cold Storage,Groceries,15,1500
EV000638,RESIDENT_00378,2026-05-13,Sheng Siong,Groceries,5,500
EV002534,RESIDENT_01480,2026-04-24,Kopitiam,Food & Beverage,2,200
EV000402,RESIDENT_00238,2026-05-27,Kopitiam,Food & Beverage,10,1000
EV000527,RESIDENT_00309,2026-05-14,Guardian,Health & Beauty,10,1000
EV000442,RESIDENT_00262,2026-04-02,Guardian,Health & Beauty,10,1000
EV002398,RESIDENT_01387,2026-04-28,Decathlon,Sports,10,1000
EV000987,RESIDENT_00582,2026-05-30,Cold Storage,Groceries,15,1500
EV001433,RESIDENT_00832,2026-05-26,NTUC FairPrice,Groceries,5,500
EV000073,RESIDENT_00041,2026-06-23,Kopitiam,Food & Beverage,2,200
EV002191,RESIDENT_01263,2026-05-10,Decathlon,Sports,5,500
EV002380,RESIDENT_01375,2026-04-15,Decathlon,Sports,15,1500
EV000539,RESIDENT_00314,2026-04-16,Decathlon,Sports,5,500
EV001610,RESIDENT_00929,2026-05-01,Kopitiam,Food & Beverage,2,200
EV002476,RESIDENT_01440,2026-05-10,Kopitiam,Food & Beverage,5,500
EV001042,RESIDENT_00616,2026-05-26,Kopitiam,Food & Beverage,5,500
EV001287,RESIDENT_00756,2026-05-14,Cold Storage,Groceries,5,500
EV001218,RESIDENT_00716,2026-04-29,Watsons,Health & Beauty,5,500
EV000757,RESIDENT_00444,2026-05-15,Cold Storage,Groceries,5,500
EV001109,RESIDENT_00658,2026-06-15,Guardian,Health & Beauty,5,500
EV000737,RESIDENT_00435,2026-05-18,Watsons,Health & Beauty,10,1000
EV000122,RESIDENT_00073,2026-06-30,Decathlon,Sports,10,1000
EV001612,RESIDENT_00931,2026-06-19,Decathlon,Sports,10,1000
EV002377,RESIDENT_01373,2026-06-16,Decathlon,Sports,2,200
EV000306,RESIDENT_00177,2026-04-03,Kopitiam,Food & Beverage,15,1500
EV002425,RESIDENT_01398,2026-04-12,Sheng Siong,Groceries,2,200
EV001959,RESIDENT_01136,2026-05-06,Guardian,Health & Beauty,15,1500
EV000901,RESIDENT_00533,2026-05-21,Kopitiam,Food & Beverage,2,200
EV001566,RESIDENT_00906,2026-05-07,Decathlon,Sports,2,200
EV000510,RESIDENT_00299,2026-04-18,Decathlon,Sports,10,1000
EV000840,RESIDENT_00493,2026-04-19,Cold Storage,Groceries,5,500
EV002119,RESIDENT_01224,2026-04-22,NTUC FairPrice,Groceries,15,1500
EV002237,RESIDENT_01289,2026-04-26,Decathlon,Sports,5,500
EV002460,RESIDENT_01425,2026-06-18,Sheng Siong,Groceries,5,500
EV000935,RESIDENT_00552,2026-05-28,Cold Storage,Groceries,15,1500
EV002091,RESIDENT_01209,2026-04-14,Kopitiam,Food & Beverage,15,1500
EV002513,RESIDENT_01465,2026-06-05,Watsons,Health & Beauty,5,500
EV001189,RESIDENT_00703,2026-05-17,Sheng Siong,Groceries,5,500
EV001262,RESIDENT_00747,2026-04-26,Decathlon,Sports,2,200
EV001912,RESIDENT_01109,2026-06-18,Cold Storage,Groceries,15,1500
EV001134,RESIDENT_00675,2026-06-22,Decathlon,Sports,15,1500
EV000894,RESIDENT_00531,2026-04-28,Sheng Siong,Groceries,5,500
EV001397,RESIDENT_00814,2026-06-23,Decathlon,Sports,5,500
EV002032,RESIDENT_01172,2026-05-10,Kopitiam,Food & Beverage,2,200
EV001226,RESIDENT_00719,2026-04-10,Kopitiam,Food & Beverage,5,500
EV001867,RESIDENT_01078,2026-05-29,Sheng Siong,Groceries,15,1500
EV001234,RESIDENT_00730,2026-04-17,NTUC FairPrice,Groceries,5,500
EV000749,RESIDENT_00440,2026-04-09,Sheng Siong,Groceries,10,1000
EV001467,RESIDENT_00852,2026-04-23,Watsons,Health & Beauty,15,1500
EV002367,RESIDENT_01367,2026-06-17,Guardian,Health & Beauty,5,500
EV001646,RESIDENT_00943,2026-05-27,NTUC FairPrice,Groceries,10,1000
EV001387,RESIDENT_00806,2026-05-19,Kopitiam,Food & Beverage,5,500
EV001075,RESIDENT_00636,2026-04-21,Guardian,Health & Beauty,10,1000
EV001998,RESIDENT_01154,2026-06-13,NTUC FairPrice,Groceries,5,500
EV001554,RESIDENT_00900,2026-05-14,Cold Storage,Groceries,10,1000
EV001502,RESIDENT_00871,2026-04-03,Decathlon,Sports,15,1500
EV001401,RESIDENT_00815,2026-05-13,Sheng Siong,Groceries,10,1000
EV001225,RESIDENT_00718,2026-06-09,Sheng Siong,Groceries,2,200
EV000603,RESIDENT_00358,2026-05-09,Kopitiam,Food & Beverage,2,200
EV001941,RESIDENT_01127,2026-05-10,Guardian,Health & Beauty,5,500
EV000413,RESIDENT_00243,2026-04-10,Cold Storage,Groceries,10,1000
EV001485,RESIDENT_00863,2026-04-12,Guardian,Health & Beauty,2,200
EV000879,RESIDENT_00524,2026-04-10,Cold Storage,Groceries,5,500
EV002387,RESIDENT_01381,2026-04-27,Kopitiam,Food & Beverage,15,1500
EV001497,RESIDENT_00870,2026-06-08,Guardian,Health & Beauty,2,200
EV001383,RESIDENT_00806,2026-04-12,Decathlon,Sports,2,200
EV001324,RESIDENT_00778,2026-04-04,Watsons,Health & Beauty,5,500
EV000563,RESIDENT_00330,2026-05-16,Watsons,Health & Beauty,2,200
EV001996,RESIDENT_01154,2026-06-28,Watsons,Health & Beauty,2,200
EV000114,RESIDENT_00068,2026-06-22,Cold Storage,Groceries,15,1500
EV002097,RESIDENT_01212,2026-05-28,Decathlon,Sports,10,1000
EV000945,RESIDENT_00560,2026-06-16,Watsons,Health & Beauty,5,500
EV000429,RESIDENT_00254,2026-06-12,Kopitiam,Food & Beverage,2,200
EV001139,RESIDENT_00677,2026-05-11,Kopitiam,Food & Beverage,5,500
EV001085,RESIDENT_00643,2026-05-12,Cold Storage,Groceries,10,1000
EV002335,RESIDENT_01343,2026-04-10,Cold Storage,Groceries,2,200
EV001223,RESIDENT_00718,2026-05-18,Watsons,Health & Beauty,15,1500
EV000479,RESIDENT_00280,2026-06-14,Cold Storage,Groceries,10,1000
EV000458,RESIDENT_00271,2026-04-10,Decathlon,Sports,15,1500
EV002190,RESIDENT_01263,2026-06-17,Decathlon,Sports,10,1000
EV000597,RESIDENT_00355,2026-04-03,Kopitiam,Food & Beverage,5,500
EV000864,RESIDENT_00510,2026-05-20,NTUC FairPrice,Groceries,5,500
EV002408,RESIDENT_01389,2026-06-10,Cold Storage,Groceries,10,1000
EV001466,RESIDENT_00852,2026-05-02,Guardian,Health & Beauty,5,500
EV000817,RESIDENT_00474,2026-06-04,Watsons,Health & Beauty,2,200
EV001173,RESIDENT_00693,2026-04-26,Kopitiam,Food & Beverage,10,1000
EV002405,RESIDENT_01388,2026-05-26,Cold Storage,Groceries,2,200
EV002201,RESIDENT_01268,2026-04-30,Guardian,Health & Beauty,2,200
EV002102,RESIDENT_01215,2026-05-21,Guardian,Health & Beauty,10,1000
EV001195,RESIDENT_00707,2026-05-30,Kopitiam,Food & Beverage,5,500
EV000549,RESIDENT_00321,2026-04-14,Guardian,Health & Beauty,5,500
EV002514,RESIDENT_01465,2026-06-05,Watsons,Health & Beauty,5,500
EV001129,RESIDENT_00669,2026-04-20,Watsons,Health & Beauty,10,1000
EV002496,RESIDENT_01452,2026-06-05,Kopitiam,Food & Beverage,10,1000
EV000322,RESIDENT_00188,2026-05-26,Cold Storage,Groceries,5,500
EV000025,RESIDENT_00015,2026-05-11,Guardian,Health & Beauty,15,1500
EV002417,RESIDENT_01395,2026-06-15,Watsons,Health & Beauty,5,500
EV001553,RESIDENT_00898,2026-04-17,Decathlon,Sports,10,1000
EV000420,RESIDENT_00248,2026-05-07,Decathlon,Sports,5,500
EV001564,RESIDENT_00904,2026-04-13,Kopitiam,Food & Beverage,2,200
EV002411,RESIDENT_01391,2026-04-15,Kopitiam,Food & Beverage,15,1500
EV001651,RESIDENT_00947,2026-06-18,Cold Storage,Groceries,15,1500
EV000863,RESIDENT_00510,2026-06-13,Kopitiam,Food & Beverage,15,1500
EV000988,RESIDENT_00583,2026-06-24,Cold Storage,Groceries,5,500
EV001205,RESIDENT_00710,2026-04-29,Kopitiam,Food & Beverage,10,1000
EV000995,RESIDENT_00586,2026-04-24,Cold Storage,Groceries,10,1000
EV002155,RESIDENT_01251,2026-06-20,Watsons,Health & Beauty,10,1000
EV000778,RESIDENT_00455,2026-06-30,Decathlon,Sports,15,1500
EV000723,RESIDENT_00424,2026-06-01,NTUC FairPrice,Groceries,5,500
EV000725,RESIDENT_00424,2026-06-04,Watsons,Health & Beauty,2,200
EV000375,RESIDENT_00225,2026-05-23,Guardian,Health & Beauty,5,500
EV000965,RESIDENT_00573,2026-05-20,Kopitiam,Food & Beverage,10,1000
EV000092,RESIDENT_00051,2026-05-07,Watsons,Health & Beauty,5,500
EV000542,RESIDENT_00316,2026-04-09,Decathlon,Sports,5,500
EV001642,RESIDENT_00942,2026-04-30,Kopitiam,Food & Beverage,15,1500
EV000106,RESIDENT_00062,2026-05-15,NTUC FairPrice,Groceries,10,1000
EV002345,RESIDENT_01353,2026-04-13,Guardian,Health & Beauty,10,1000
EV002522,RESIDENT_01470,2026-05-16,NTUC FairPrice,Groceries,15,1500
EV001921,RESIDENT_01116,2026-05-19,Kopitiam,Food & Beverage,5,500
EV000890,RESIDENT_00526,2026-04-01,Guardian,Health & Beauty,10,1000
EV000246,RESIDENT_00144,2026-06-29,Cold Storage,Groceries,10,1000
EV001147,RESIDENT_00681,2026-04-23,Watsons,Health & Beauty,15,1500
EV001436,RESIDENT_00834,2026-05-17,Guardian,Health & Beauty,10,1000
EV001749,RESIDENT_01004,2026-04-10,NTUC FairPrice,Groceries,2,200
EV002554,RESIDENT_01493,2026-06-08,Watsons,Health & Beauty,2,200
EV001698,RESIDENT_00970,2026-04-30,Decathlon,Sports,10,1000
EV000209,RESIDENT_00120,2026-04-19,Watsons,Health & Beauty,10,1000
EV000501,RESIDENT_00291,2026-04-08,Cold Storage,Groceries,2,200
EV000662,RESIDENT_00390,2026-05-17,Sheng Siong,Groceries,5,500
EV002423,RESIDENT_01398,2026-06-01,Sheng Siong,Groceries,5,500
EV000192,RESIDENT_00108,2026-05-25,Cold Storage,Groceries,15,1500
EV000188,RESIDENT_00106,2026-04-16,Cold Storage,Groceries,5,500
EV002347,RESIDENT_01356,2026-06-10,Guardian,Health & Beauty,5,500
EV000211,RESIDENT_00122,2026-05-13,Decathlon,Sports,2,200
EV002563,RESIDENT_01497,2026-05-19,Kopitiam,Food & Beverage,5,500
EV000794,RESIDENT_00463,2026-04-18,Decathlon,Sports,15,1500
EV000906,RESIDENT_00538,2026-04-13,Sheng Siong,Groceries,2,200
EV000005,RESIDENT_00002,2026-05-10,Kopitiam,Food & Beverage,10,1000
EV002413,RESIDENT_01391,2026-04-14,NTUC FairPrice,Groceries,2,200
EV001518,RESIDENT_00879,2026-04-11,Sheng Siong,Groceries,10,1000
EV001179,RESIDENT_00695,2026-06-06,Watsons,Health & Beauty,5,500
EV000331,RESIDENT_00195,2026-04-19,Sheng Siong,Groceries,15,1500
EV001940,RESIDENT_01126,2026-04-09,NTUC FairPrice,Groceries,10,1000
EV000150,RESIDENT_00088,2026-06-20,Decathlon,Sports,5,500
EV000683,RESIDENT_00406,2026-05-27,Decathlon,Sports,2,200
EV000047,RESIDENT_00023,2026-04-20,Kopitiam,Food & Beverage,2,200
EV000538,RESIDENT_00313,2026-05-10,Cold Storage,Groceries,15,1500
EV001361,RESIDENT_00796,2026-05-20,Decathlon,Sports,5,500
EV002219,RESIDENT_01277,2026-04-18,Guardian,Health & Beauty,5,500
EV000773,RESIDENT_00452,2026-05-14,Cold Storage,Groceries,5,500
EV001873,RESIDENT_01080,2026-05-12,Sheng Siong,Groceries,5,500
EV002357,RESIDENT_01363,2026-05-14,Watsons,Health & Beauty,10,1000
EV001824,RESIDENT_01049,2026-04-17,Decathlon,Sports,5,500
EV002146,RESIDENT_01247,2026-05-18,Sheng Siong,Groceries,5,500
EV000387,RESIDENT_00232,2026-05-06,Watsons,Health & Beauty,15,1500
EV000079,RESIDENT_00045,2026-06-17,Sheng Siong,Groceries,2,200
EV002541,RESIDENT_01484,2026-05-03,NTUC FairPrice,Groceries,15,1500
EV001140,RESIDENT_00677,2026-05-10,Sheng Siong,Groceries,15,1500
EV001413,RESIDENT_00824,2026-05-11,Watsons,Health & Beauty,5,500
EV000634,RESIDENT_00374,2026-05-04,Guardian,Health & Beauty,10,1000
EV000571,RESIDENT_00336,2026-04-27,NTUC FairPrice,Groceries,2,200
EV000046,RESIDENT_00022,2026-04-13,Decathlon,Sports,5,500
EV001742,RESIDENT_00994,2026-04-11,Guardian,Health & Beauty,5,500
EV002416,RESIDENT_01394,2026-04-30,Sheng Siong,Groceries,2,200
EV001470,RESIDENT_00853,2026-06-14,Cold Storage,Groceries,2,200
EV002287,RESIDENT_01315,2026-06-24,Cold Storage,Groceries,5,500
EV000969,RESIDENT_00577,2026-05-11,Decathlon,Sports,10,1000
EV000966,RESIDENT_00573,2026-05-27,Watsons,Health & Beauty,10,1000
EV001938,RESIDENT_01126,2026-04-29,Kopitiam,Food & Beverage,2,200
EV001981,RESIDENT_01147,2026-04-02,NTUC FairPrice,Groceries,2,200
EV000454,RESIDENT_00267,2026-05-13,Decathlon,Sports,5,500
EV001460,RESIDENT_00848,2026-05-08,Guardian,Health & Beauty,5,500
EV001587,RESIDENT_00917,2026-06-25,Watsons,Health & Beauty,2,200
EV002461,RESIDENT_01425,2026-06-03,Decathlon,Sports,10,1000
EV002484,RESIDENT_01442,2026-04-28,Guardian,Health & Beauty,10,1000
EV002074,RESIDENT_01199,2026-04-29,Guardian,Health & Beauty,15,1500
EV001309,RESIDENT_00773,2026-06-24,Kopitiam,Food & Beverage,2,200
EV002189,RESIDENT_01263,2026-06-07,Sheng Siong,Groceries,10,1000
EV000311,RESIDENT_00180,2026-05-06,Cold Storage,Groceries,10,1000
EV000621,RESIDENT_00367,2026-04-16,Cold Storage,Groceries,5,500
EV002232,RESIDENT_01286,2026-05-06,Kopitiam,Food & Beverage,2,200
EV001241,RESIDENT_00734,2026-05-30,Decathlon,Sports,10,1000
EV001492,RESIDENT_00868,2026-04-02,Guardian,Health & Beauty,5,500
EV001396,RESIDENT_00814,2026-04-11,Sheng Siong,Groceries,5,500
EV001367,RESIDENT_00801,2026-05-28,Decathlon,Sports,10,1000
EV001327,RESIDENT_00780,2026-04-14,Watsons,Health & Beauty,15,1500
EV002491,RESIDENT_01448,2026-04-15,Cold Storage,Groceries,10,1000
EV000240,RESIDENT_00140,2026-06-30,Watsons,Health & Beauty,2,200
EV002332,RESIDENT_01341,2026-05-02,Guardian,Health & Beauty,10,1000
EV002482,RESIDENT_01442,2026-06-05,Guardian,Health & Beauty,5,500
EV001937,RESIDENT_01124,2026-04-15,Watsons,Health & Beauty,10,1000
EV000296,RESIDENT_00171,2026-04-28,Cold Storage,Groceries,5,500
EV001457,RESIDENT_00845,2026-05-06,Watsons,Health & Beauty,2,200
EV001721,RESIDENT_00982,2026-05-11,Decathlon,Sports,5,500
EV002384,RESIDENT_01380,2026-05-05,Sheng Siong,Groceries,15,1500
EV001449,RESIDENT_00838,2026-04-02,Sheng Siong,Groceries,15,1500
EV000241,RESIDENT_00140,2026-06-06,NTUC FairPrice,Groceries,10,1000
EV000893,RESIDENT_00530,2026-06-29,Decathlon,Sports,5,500
EV000712,RESIDENT_00420,2026-06-08,Watsons,Health & Beauty,10,1000
EV001088,RESIDENT_00645,2026-06-30,Decathlon,Sports,5,500
EV001036,RESIDENT_00610,2026-06-12,Guardian,Health & Beauty,10,1000
EV001454,RESIDENT_00840,2026-05-06,Decathlon,Sports,2,200
EV002004,RESIDENT_01157,2026-04-24,Guardian,Health & Beauty,15,1500
EV001850,RESIDENT_01063,2026-06-04,Guardian,Health & Beauty,15,1500
EV001217,RESIDENT_00714,2026-06-30,NTUC FairPrice,Groceries,15,1500
EV002206,RESIDENT_01269,2026-05-19,Kopitiam,Food & Beverage,15,1500
EV000963,RESIDENT_00573,2026-06-04,Decathlon,Sports,2,200
EV000928,RESIDENT_00547,2026-05-31,Kopitiam,Food & Beverage,5,500
EV001298,RESIDENT_00765,2026-04-05,Guardian,Health & Beauty,15,1500
EV001198,RESIDENT_00707,2026-06-07,Sheng Siong,Groceries,5,500
EV002140,RESIDENT_01242,2026-05-02,Sheng Siong,Groceries,5,500
EV000342,RESIDENT_00200,2026-04-28,Sheng Siong,Groceries,10,1000
EV000620,RESIDENT_00366,2026-05-22,NTUC FairPrice,Groceries,10,1000
EV001526,RESIDENT_00882,2026-06-13,Decathlon,Sports,5,500
EV001794,RESIDENT_01033,2026-06-09,Cold Storage,Groceries,2,200
EV000262,RESIDENT_00150,2026-06-23,Kopitiam,Food & Beverage,5,500
EV000089,RESIDENT_00049,2026-05-02,NTUC FairPrice,Groceries,5,500
EV000094,RESIDENT_00052,2026-05-15,NTUC FairPrice,Groceries,10,1000
EV001101,RESIDENT_00653,2026-04-13,Guardian,Health & Beauty,5,500
EV002374,RESIDENT_01372,2026-04-04,Guardian,Health & Beauty,2,200
EV000972,RESIDENT_00577,2026-05-01,Watsons,Health & Beauty,10,1000
EV000859,RESIDENT_00505,2026-06-08,Watsons,Health & Beauty,2,200
EV001296,RESIDENT_00763,2026-05-29,Kopitiam,Food & Beverage,5,500
EV001419,RESIDENT_00827,2026-06-04,Guardian,Health & Beauty,5,500
EV000994,RESIDENT_00585,2026-06-24,NTUC FairPrice,Groceries,5,500
EV000187,RESIDENT_00106,2026-04-02,Sheng Siong,Groceries,5,500
EV000596,RESIDENT_00354,2026-06-11,NTUC FairPrice,Groceries,2,200
EV001829,RESIDENT_01050,2026-04-23,Watsons,Health & Beauty,2,200
EV001172,RESIDENT_00693,2026-04-21,Cold Storage,Groceries,5,500
EV000892,RESIDENT_00530,2026-04-05,Cold Storage,Groceries,5,500
EV001133,RESIDENT_00675,2026-04-15,Watsons,Health & Beauty,2,200
EV000312,RESIDENT_00181,2026-05-26,Cold Storage,Groceries,10,1000
EV000672,RESIDENT_00397,2026-04-22,NTUC FairPrice,Groceries,2,200
EV000234,RESIDENT_00138,2026-05-13,Guardian,Health & Beauty,2,200
EV001718,RESIDENT_00980,2026-06-20,NTUC FairPrice,Groceries,10,1000
EV000176,RESIDENT_00100,2026-06-19,Cold Storage,Groceries,2,200
EV001386,RESIDENT_00806,2026-05-17,Kopitiam,Food & Beverage,10,1000
EV000559,RESIDENT_00327,2026-05-16,Watsons,Health & Beauty,10,1000
EV000007,RESIDENT_00003,2026-04-13,Cold Storage,Groceries,5,500
EV000257,RESIDENT_00149,2026-06-06,NTUC FairPrice,Groceries,10,1000
EV000279,RESIDENT_00161,2026-04-19,Cold Storage,Groceries,5,500
EV000745,RESIDENT_00438,2026-04-05,NTUC FairPrice,Groceries,10,1000
EV000368,RESIDENT_00212,2026-04-02,Cold Storage,Groceries,5,500
EV001821,RESIDENT_01048,2026-05-04,Kopitiam,Food & Beverage,2,200
EV001935,RESIDENT_01122,2026-05-27,Guardian,Health & Beauty,5,500
EV001977,RESIDENT_01146,2026-06-06,Watsons,Health & Beauty,5,500
EV000009,RESIDENT_00004,2026-06-22,Watsons,Health & Beauty,15,1500
EV002080,RESIDENT_01202,2026-06-10,NTUC FairPrice,Groceries,15,1500
EV000193,RESIDENT_00109,2026-06-20,NTUC FairPrice,Groceries,2,200
EV000523,RESIDENT_00307,2026-06-19,Kopitiam,Food & Beverage,5,500
EV000646,RESIDENT_00381,2026-05-22,Sheng Siong,Groceries,5,500
EV002087,RESIDENT_01205,2026-06-06,Decathlon,Sports,5,500
EV000395,RESIDENT_00236,2026-05-15,Kopitiam,Food & Beverage,10,1000
EV000614,RESIDENT_00364,2026-04-28,NTUC FairPrice,Groceries,5,500
EV000153,RESIDENT_00088,2026-06-26,NTUC FairPrice,Groceries,5,500
EV002299,RESIDENT_01324,2026-05-06,Kopitiam,Food & Beverage,2,200
EV000866,RESIDENT_00510,2026-06-17,Kopitiam,Food & Beverage,2,200
EV002058,RESIDENT_01191,2026-06-03,Decathlon,Sports,10,1000
EV001232,RESIDENT_00726,2026-04-11,Sheng Siong,Groceries,10,1000
EV000702,RESIDENT_00414,2026-06-28,Guardian,Health & Beauty,10,1000
EV001064,RESIDENT_00630,2026-05-09,Kopitiam,Food & Beverage,10,1000
