resident_id,log_date,meal_type,food_item,calories,healthier_choice_flag
RESIDENT_01289,2026-04-01,Snack,Oats & berries,312,Y
RESIDENT_00421,2026-04-24,Snack,Oats & berries,181,Y
RESIDENT_00071,2026-04-15,Breakfast,Char kway teow,576,N
RESIDENT_00440,2026-04-18,Breakfast,Steamed fish & veg,204,Y
RESIDENT_00117,2026-06-22,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_01073,2026-04-19,Snack,Fried bee hoon,481,N
RESIDENT_00617,2026-04-12,Snack,Roti prata,450,N
RESIDENT_00714,2026-04-05,Breakfast,Laksa,706,N
RESIDENT_00468,2026-06-06,Snack,Roti prata,715,N
RESIDENT_00684,2026-05-13,Breakfast,Nasi lemak,781,N
RESIDENT_00625,2026-04-23,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_01313,2026-05-13,Lunch,Char kway teow,473,N
RESIDENT_00536,2026-04-22,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00146,2026-06-27,Lunch,Fruit bowl,124,Y
RESIDENT_01331,2026-04-29,Snack,Laksa,661,N
RESIDENT_00950,2026-04-23,Lunch,Thunder tea rice,268,Y
RESIDENT_01336,2026-05-21,Lunch,Oats & berries,150,Y
RESIDENT_00851,2026-05-22,Dinner,Roti prata,716,N
RESIDENT_00999,2026-05-31,Dinner,Bubble tea,481,N
RESIDENT_00083,2026-04-21,Lunch,Wholegrain cereal,251,Y
RESIDENT_01164,2026-05-13,Dinner,Chicken rice,668,N
RESIDENT_00983,2026-04-25,Breakfast,Steamed fish & veg,389,Y
RESIDENT_00504,2026-06-19,Breakfast,Wholegrain cereal,339,Y
RESIDENT_00352,2026-05-10,Breakfast,Steamed fish & veg,328,Y
RESIDENT_01162,2026-04-17,Lunch,Char kway teow,585,N
RESIDENT_00815,2026-05-29,Breakfast,Nasi lemak,618,N
RESIDENT_00454,2026-06-07,Dinner,Laksa,806,N
RESIDENT_00010,2026-05-11,Lunch,Steamed fish & veg,171,Y
RESIDENT_00197,2026-04-21,Lunch,Wholegrain cereal,173,Y
RESIDENT_00757,2026-06-03,Snack,Chicken rice,785,N
RESIDENT_00016,2026-04-13,Snack,Nasi lemak,628,N
RESIDENT_00162,2026-06-18,Lunch,Salad bowl,324,Y
RESIDENT_00381,2026-06-15,Snack,Oats & berries,391,Y
RESIDENT_00130,2026-04-22,Breakfast,Laksa,529,N
RESIDENT_01333,2026-04-02,Lunch,Fruit bowl,182,Y
RESIDENT_01375,2026-04-28,Lunch,Fried bee hoon,741,N
RESIDENT_01317,2026-04-14,Breakfast,Char kway teow,773,N
RESIDENT_00882,2026-06-21,Snack,Char kway teow,740,N
RESIDENT_00502,2026-05-29,Dinner,Thunder tea rice,174,Y
RESIDENT_01159,2026-06-27,Dinner,Yong tau foo (soup),201,Y
RESIDENT_00203,2026-05-01,Breakfast,Char kway teow,483,N
RESIDENT_00564,2026-05-31,Dinner,Fried bee hoon,738,N
RESIDENT_00787,2026-05-20,Snack,Laksa,622,N
RESIDENT_00677,2026-04-20,Snack,Oats & berries,400,Y
RESIDENT_00961,2026-05-24,Dinner,Laksa,734,N
RESIDENT_00677,2026-04-12,Lunch,Thunder tea rice,190,Y
RESIDENT_00363,2026-04-11,Snack,Wholegrain cereal,240,Y
RESIDENT_01359,2026-06-26,Breakfast,Wholegrain cereal,187,Y
RESIDENT_01376,2026-05-23,Breakfast,Yong tau foo (soup),401,Y
RESIDENT_00669,2026-06-11,Dinner,Char kway teow,644,N
RESIDENT_00046,2026-05-03,Lunch,Chicken rice,560,N
RESIDENT_00789,2026-04-01,Dinner,Wholegrain cereal,367,Y
RESIDENT_00381,2026-05-11,Dinner,Chicken rice,517,N
RESIDENT_00298,2026-05-19,Lunch,Yong tau foo (soup),216,Y
RESIDENT_01048,2026-04-13,Breakfast,Laksa,673,N
RESIDENT_01174,2026-06-23,Breakfast,Fruit bowl,350,Y
RESIDENT_00622,2026-06-01,Dinner,Fruit bowl,413,Y
RESIDENT_01328,2026-06-05,Breakfast,Steamed fish & veg,347,Y
RESIDENT_00269,2026-05-25,Dinner,Chicken rice,494,N
RESIDENT_00438,2026-04-11,Lunch,Roti prata,515,N
RESIDENT_01070,2026-05-01,Lunch,Oats & berries,160,Y
RESIDENT_00370,2026-06-08,Dinner,Steamed fish & veg,398,Y
RESIDENT_00695,2026-06-28,Snack,Bubble tea,721,N
RESIDENT_01306,2026-05-08,Dinner,Oats & berries,329,Y
RESIDENT_00539,2026-04-10,Breakfast,Oats & berries,418,Y
RESIDENT_00937,2026-05-26,Dinner,Steamed fish & veg,238,Y
RESIDENT_00358,2026-06-09,Snack,Bubble tea,718,N
RESIDENT_00983,2026-04-14,Snack,Thunder tea rice,133,Y
RESIDENT_00942,2026-04-27,Breakfast,Steamed fish & veg,193,Y
RESIDENT_00555,2026-06-15,Breakfast,Fruit bowl,136,Y
RESIDENT_00699,2026-06-30,Dinner,Thunder tea rice,402,Y
RESIDENT_01058,2026-04-19,Snack,Fruit bowl,172,Y
RESIDENT_00757,2026-04-16,Lunch,Oats & berries,286,Y
RESIDENT_00168,2026-05-14,Lunch,Fruit bowl,259,Y
RESIDENT_00900,2026-05-23,Breakfast,Fruit bowl,170,Y
RESIDENT_00426,2026-04-16,Lunch,Salad bowl,167,Y
RESIDENT_01160,2026-04-25,Breakfast,Thunder tea rice,287,Y
RESIDENT_01299,2026-06-05,Dinner,Fried bee hoon,759,N
RESIDENT_00070,2026-04-28,Snack,Fried bee hoon,798,N
RESIDENT_00801,2026-06-01,Snack,Fruit bowl,304,Y
RESIDENT_00974,2026-05-15,Lunch,Thunder tea rice,237,Y
RESIDENT_00298,2026-05-12,Dinner,Fruit bowl,318,Y
RESIDENT_01287,2026-05-13,Dinner,Steamed fish & veg,231,Y
RESIDENT_00865,2026-04-11,Breakfast,Laksa,518,N
RESIDENT_00705,2026-04-17,Lunch,Roti prata,479,N
RESIDENT_00482,2026-05-16,Snack,Char kway teow,779,N
RESIDENT_00106,2026-05-25,Dinner,Oats & berries,279,Y
RESIDENT_00293,2026-06-14,Dinner,Char kway teow,529,N
RESIDENT_01424,2026-05-26,Snack,Fruit bowl,135,Y
RESIDENT_00123,2026-04-06,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00348,2026-04-08,Lunch,Laksa,796,N
RESIDENT_00932,2026-04-27,Lunch,Wholegrain cereal,316,Y
RESIDENT_01404,2026-06-14,Snack,Char kway teow,538,N
RESIDENT_00624,2026-05-29,Dinner,Thunder tea rice,203,Y
RESIDENT_01015,2026-04-25,Snack,Laksa,709,N
RESIDENT_00670,2026-04-11,Breakfast,Roti prata,503,N
RESIDENT_00665,2026-06-02,Dinner,Fruit bowl,234,Y
RESIDENT_00334,2026-05-08,Lunch,Fruit bowl,339,Y
RESIDENT_01139,2026-04-15,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_00029,2026-04-12,Breakfast,Steamed fish & veg,189,Y
RESIDENT_01500,2026-05-13,Dinner,Nasi lemak,542,N
RESIDENT_00573,2026-04-09,Breakfast,Fruit bowl,254,Y
RESIDENT_00717,2026-05-31,Breakfast,Thunder tea rice,363,Y
RESIDENT_00908,2026-04-25,Lunch,Fruit bowl,362,Y
RESIDENT_00502,2026-05-29,Dinner,Steamed fish & veg,294,Y
RESIDENT_00310,2026-06-23,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00403,2026-06-23,Lunch,Fried bee hoon,651,N
RESIDENT_01396,2026-06-03,Breakfast,Fried bee hoon,850,N
RESIDENT_00312,2026-05-25,Snack,Roti prata,843,N
RESIDENT_01018,2026-06-28,Snack,Chicken rice,510,N
RESIDENT_01434,2026-04-30,Dinner,Wholegrain cereal,183,Y
RESIDENT_00322,2026-06-29,Dinner,Steamed fish & veg,184,Y
RESIDENT_01344,2026-05-05,Lunch,Char kway teow,628,N
RESIDENT_00511,2026-04-05,Snack,Chicken rice,659,N
RESIDENT_00809,2026-04-03,Dinner,Steamed fish & veg,245,Y
RESIDENT_00457,2026-05-31,Breakfast,Fruit bowl,244,Y
RESIDENT_00795,2026-04-29,Breakfast,Chicken rice,554,N
RESIDENT_00886,2026-05-23,Dinner,Oats & berries,126,Y
RESIDENT_00624,2026-05-06,Snack,Chicken rice,708,N
RESIDENT_00626,2026-04-29,Lunch,Salad bowl,176,Y
RESIDENT_00942,2026-06-23,Dinner,Wholegrain cereal,241,Y
RESIDENT_01217,2026-05-04,Breakfast,Roti prata,776,N
RESIDENT_00954,2026-05-04,Snack,Oats & berries,378,Y
RESIDENT_01414,2026-04-22,Breakfast,Char kway teow,813,N
RESIDENT_00835,2026-04-18,Dinner,Chicken rice,631,N
RESIDENT_00136,2026-05-14,Snack,Laksa,638,N
RESIDENT_01158,2026-04-19,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00992,2026-05-16,Dinner,Steamed fish & veg,390,Y
RESIDENT_00407,2026-06-26,Snack,Roti prata,703,N
RESIDENT_00103,2026-05-06,Dinner,Salad bowl,270,Y
RESIDENT_01155,2026-04-19,Breakfast,Steamed fish & veg,400,Y
RESIDENT_01488,2026-04-04,Breakfast,Yong tau foo (soup),265,Y
RESIDENT_01092,2026-04-08,Dinner,Steamed fish & veg,161,Y
RESIDENT_00282,2026-06-17,Snack,Salad bowl,336,Y
RESIDENT_00759,2026-04-19,Lunch,Roti prata,727,N
RESIDENT_00257,2026-06-15,Breakfast,Oats & berries,373,Y
RESIDENT_00172,2026-05-25,Lunch,Nasi lemak,754,N
RESIDENT_00158,2026-04-19,Lunch,Yong tau foo (soup),197,Y
RESIDENT_01483,2026-05-31,Lunch,Roti prata,697,N
RESIDENT_01233,2026-06-19,Lunch,Yong tau foo (soup),334,Y
RESIDENT_00444,2026-06-17,Snack,Fruit bowl,332,Y
RESIDENT_00793,2026-04-20,Lunch,Chicken rice,567,N
RESIDENT_00876,2026-05-16,Dinner,Thunder tea rice,272,Y
RESIDENT_00616,2026-04-08,Breakfast,Yong tau foo (soup),343,Y
RESIDENT_00584,2026-04-21,Snack,Chicken rice,641,N
RESIDENT_01196,2026-06-23,Breakfast,Wholegrain cereal,275,Y
RESIDENT_01276,2026-04-08,Dinner,Yong tau foo (soup),213,Y
RESIDENT_00885,2026-04-02,Lunch,Yong tau foo (soup),222,Y
RESIDENT_00704,2026-06-04,Snack,Fruit bowl,184,Y
RESIDENT_01002,2026-06-10,Lunch,Thunder tea rice,298,Y
RESIDENT_00889,2026-06-11,Snack,Roti prata,841,N
RESIDENT_00722,2026-06-11,Lunch,Roti prata,799,N
RESIDENT_01344,2026-04-11,Breakfast,Laksa,672,N
RESIDENT_01178,2026-04-02,Dinner,Yong tau foo (soup),306,Y
RESIDENT_00808,2026-04-09,Dinner,Thunder tea rice,364,Y
RESIDENT_00398,2026-05-01,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00404,2026-04-19,Snack,Chicken rice,657,N
RESIDENT_00478,2026-04-18,Dinner,Thunder tea rice,401,Y
RESIDENT_00391,2026-05-05,Lunch,Chicken rice,692,N
RESIDENT_00951,2026-04-11,Snack,Char kway teow,676,N
RESIDENT_00521,2026-05-27,Snack,Fruit bowl,203,Y
RESIDENT_00768,2026-04-23,Dinner,Chicken rice,480,N
RESIDENT_00046,2026-06-07,Breakfast,Roti prata,575,N
RESIDENT_00262,2026-06-04,Dinner,Steamed fish & veg,309,Y
RESIDENT_00838,2026-05-04,Dinner,Thunder tea rice,128,Y
RESIDENT_00655,2026-05-28,Lunch,Fruit bowl,357,Y
RESIDENT_00809,2026-06-01,Lunch,Thunder tea rice,120,Y
RESIDENT_01338,2026-04-26,Dinner,Steamed fish & veg,396,Y
RESIDENT_00199,2026-05-21,Breakfast,Bubble tea,581,N
RESIDENT_01378,2026-05-05,Dinner,Laksa,468,N
RESIDENT_01187,2026-05-01,Snack,Roti prata,608,N
RESIDENT_01307,2026-06-02,Lunch,Fried bee hoon,784,N
RESIDENT_01461,2026-06-24,Snack,Steamed fish & veg,413,Y
RESIDENT_00008,2026-06-08,Breakfast,Roti prata,561,N
RESIDENT_00946,2026-06-11,Dinner,Laksa,812,N
RESIDENT_01302,2026-05-23,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00002,2026-04-12,Snack,Steamed fish & veg,376,Y
RESIDENT_01251,2026-05-18,Dinner,Thunder tea rice,360,Y
RESIDENT_00580,2026-04-13,Breakfast,Fruit bowl,218,Y
RESIDENT_00546,2026-06-21,Breakfast,Thunder tea rice,275,Y
RESIDENT_00639,2026-05-24,Lunch,Roti prata,597,N
RESIDENT_00567,2026-06-05,Lunch,Chicken rice,780,N
RESIDENT_01493,2026-06-13,Snack,Fried bee hoon,586,N
RESIDENT_00478,2026-06-02,Breakfast,Bubble tea,770,N
RESIDENT_00378,2026-06-17,Snack,Fruit bowl,333,Y
RESIDENT_00050,2026-04-27,Snack,Nasi lemak,517,N
RESIDENT_01141,2026-06-26,Lunch,Chicken rice,760,N
RESIDENT_00871,2026-04-05,Dinner,Laksa,664,N
RESIDENT_01190,2026-05-06,Breakfast,Oats & berries,120,Y
RESIDENT_01442,2026-06-17,Dinner,Char kway teow,750,N
RESIDENT_00675,2026-04-15,Breakfast,Fruit bowl,196,Y
RESIDENT_01216,2026-05-30,Lunch,Laksa,773,N
RESIDENT_00339,2026-06-01,Snack,Wholegrain cereal,409,Y
RESIDENT_00097,2026-04-21,Snack,Oats & berries,273,Y
RESIDENT_01425,2026-04-11,Snack,Wholegrain cereal,392,Y
RESIDENT_00921,2026-05-15,Snack,Bubble tea,731,N
RESIDENT_01086,2026-06-01,Lunch,Wholegrain cereal,357,Y
RESIDENT_01121,2026-05-23,Lunch,Chicken rice,653,N
RESIDENT_00171,2026-04-26,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_00682,2026-06-29,Snack,Wholegrain cereal,188,Y
RESIDENT_00159,2026-06-11,Dinner,Fried bee hoon,513,N
RESIDENT_01004,2026-05-28,Dinner,Char kway teow,633,N
RESIDENT_00988,2026-06-10,Snack,Fried bee hoon,786,N
RESIDENT_01300,2026-05-28,Dinner,Char kway teow,522,N
RESIDENT_00121,2026-04-27,Lunch,Steamed fish & veg,214,Y
RESIDENT_00193,2026-05-09,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_00539,2026-06-17,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00080,2026-05-14,Breakfast,Nasi lemak,501,N
RESIDENT_00876,2026-06-07,Breakfast,Wholegrain cereal,197,Y
RESIDENT_00829,2026-06-19,Snack,Chicken rice,722,N
RESIDENT_01380,2026-05-29,Snack,Roti prata,557,N
RESIDENT_01131,2026-06-09,Lunch,Oats & berries,371,Y
RESIDENT_00463,2026-05-04,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01470,2026-04-15,Snack,Oats & berries,371,Y
RESIDENT_00732,2026-05-31,Lunch,Bubble tea,728,N
RESIDENT_01350,2026-06-04,Dinner,Laksa,702,N
RESIDENT_00900,2026-05-02,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00789,2026-06-10,Snack,Roti prata,782,N
RESIDENT_00839,2026-04-23,Breakfast,Yong tau foo (soup),277,Y
RESIDENT_00091,2026-06-07,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00059,2026-05-08,Lunch,Char kway teow,575,N
RESIDENT_00181,2026-05-29,Snack,Oats & berries,402,Y
RESIDENT_00626,2026-06-15,Lunch,Roti prata,607,N
RESIDENT_00793,2026-04-22,Breakfast,Steamed fish & veg,297,Y
RESIDENT_01131,2026-06-01,Lunch,Salad bowl,212,Y
RESIDENT_00739,2026-04-06,Lunch,Thunder tea rice,315,Y
RESIDENT_01191,2026-05-31,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00909,2026-06-10,Breakfast,Fried bee hoon,543,N
RESIDENT_00139,2026-05-29,Snack,Roti prata,629,N
RESIDENT_00673,2026-04-28,Dinner,Char kway teow,515,N
RESIDENT_00973,2026-05-05,Lunch,Wholegrain cereal,161,Y
RESIDENT_00158,2026-04-07,Dinner,Yong tau foo (soup),122,Y
RESIDENT_00880,2026-04-27,Lunch,Char kway teow,574,N
RESIDENT_00298,2026-05-04,Dinner,Char kway teow,771,N
RESIDENT_00941,2026-04-04,Dinner,Laksa,715,N
RESIDENT_00056,2026-04-06,Snack,Laksa,826,N
RESIDENT_00756,2026-05-11,Dinner,Chicken rice,693,N
RESIDENT_01321,2026-06-18,Snack,Roti prata,538,N
RESIDENT_00636,2026-06-07,Lunch,Char kway teow,486,N
RESIDENT_01152,2026-04-29,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00379,2026-05-15,Dinner,Yong tau foo (soup),409,Y
RESIDENT_01023,2026-05-16,Breakfast,Yong tau foo (soup),146,Y
RESIDENT_00830,2026-06-06,Lunch,Salad bowl,379,Y
RESIDENT_00236,2026-06-08,Breakfast,Fried bee hoon,536,N
RESIDENT_01473,2026-04-07,Snack,Laksa,664,N
RESIDENT_00590,2026-04-20,Snack,Yong tau foo (soup),334,Y
RESIDENT_00850,2026-06-11,Snack,Roti prata,458,N
RESIDENT_00414,2026-06-26,Lunch,Laksa,544,N
RESIDENT_01146,2026-04-17,Snack,Nasi lemak,589,N
RESIDENT_00504,2026-05-13,Snack,Chicken rice,599,N
RESIDENT_00967,2026-05-11,Breakfast,Fruit bowl,226,Y
RESIDENT_00397,2026-04-20,Breakfast,Nasi lemak,819,N
RESIDENT_00549,2026-05-06,Snack,Wholegrain cereal,379,Y
RESIDENT_00688,2026-05-01,Dinner,Thunder tea rice,210,Y
RESIDENT_01194,2026-04-26,Breakfast,Salad bowl,194,Y
RESIDENT_00702,2026-04-05,Dinner,Fried bee hoon,671,N
RESIDENT_00798,2026-05-08,Dinner,Chicken rice,518,N
RESIDENT_00925,2026-05-08,Lunch,Wholegrain cereal,251,Y
RESIDENT_01177,2026-05-18,Breakfast,Steamed fish & veg,246,Y
RESIDENT_00151,2026-04-20,Snack,Fried bee hoon,602,N
RESIDENT_01185,2026-05-13,Snack,Char kway teow,649,N
RESIDENT_00943,2026-06-26,Dinner,Oats & berries,358,Y
RESIDENT_01440,2026-04-13,Breakfast,Char kway teow,817,N
RESIDENT_01035,2026-05-08,Breakfast,Roti prata,798,N
RESIDENT_00230,2026-04-27,Snack,Salad bowl,307,Y
RESIDENT_00641,2026-05-11,Lunch,Fried bee hoon,609,N
RESIDENT_00580,2026-06-02,Lunch,Thunder tea rice,270,Y
RESIDENT_00902,2026-04-01,Lunch,Steamed fish & veg,283,Y
RESIDENT_00304,2026-05-04,Lunch,Bubble tea,845,N
RESIDENT_00856,2026-06-01,Breakfast,Steamed fish & veg,135,Y
RESIDENT_01331,2026-06-17,Breakfast,Steamed fish & veg,180,Y
RESIDENT_00539,2026-04-11,Snack,Nasi lemak,771,N
RESIDENT_00167,2026-05-23,Snack,Steamed fish & veg,354,Y
RESIDENT_01387,2026-04-01,Dinner,Oats & berries,415,Y
RESIDENT_00024,2026-04-04,Breakfast,Laksa,484,N
RESIDENT_01351,2026-06-05,Dinner,Oats & berries,398,Y
RESIDENT_01160,2026-06-21,Dinner,Yong tau foo (soup),245,Y
RESIDENT_00062,2026-04-11,Breakfast,Thunder tea rice,247,Y
RESIDENT_00103,2026-04-27,Snack,Laksa,820,N
RESIDENT_00354,2026-06-08,Lunch,Wholegrain cereal,278,Y
RESIDENT_00538,2026-06-23,Lunch,Steamed fish & veg,414,Y
RESIDENT_00836,2026-06-28,Lunch,Laksa,747,N
RESIDENT_00893,2026-05-27,Snack,Salad bowl,367,Y
RESIDENT_00717,2026-04-18,Breakfast,Fruit bowl,142,Y
RESIDENT_00260,2026-05-03,Lunch,Oats & berries,334,Y
RESIDENT_00560,2026-05-23,Lunch,Bubble tea,800,N
RESIDENT_00863,2026-04-10,Snack,Oats & berries,333,Y
RESIDENT_01240,2026-06-10,Snack,Bubble tea,646,N
RESIDENT_01499,2026-06-18,Lunch,Fruit bowl,183,Y
RESIDENT_00341,2026-04-04,Lunch,Yong tau foo (soup),332,Y
RESIDENT_00975,2026-05-10,Breakfast,Fried bee hoon,502,N
RESIDENT_01086,2026-05-01,Lunch,Bubble tea,701,N
RESIDENT_01281,2026-05-16,Snack,Thunder tea rice,256,Y
RESIDENT_00688,2026-04-04,Dinner,Steamed fish & veg,151,Y
RESIDENT_00511,2026-06-19,Lunch,Char kway teow,507,N
RESIDENT_00371,2026-06-08,Dinner,Bubble tea,708,N
RESIDENT_00908,2026-04-28,Dinner,Salad bowl,204,Y
RESIDENT_01092,2026-04-04,Breakfast,Wholegrain cereal,176,Y
RESIDENT_00770,2026-05-10,Breakfast,Chicken rice,506,N
RESIDENT_00644,2026-06-27,Lunch,Salad bowl,415,Y
RESIDENT_01310,2026-05-14,Snack,Laksa,749,N
RESIDENT_01240,2026-06-09,Dinner,Roti prata,487,N
RESIDENT_00339,2026-05-23,Breakfast,Steamed fish & veg,247,Y
RESIDENT_01465,2026-04-24,Breakfast,Wholegrain cereal,362,Y
RESIDENT_01152,2026-06-28,Snack,Salad bowl,156,Y
RESIDENT_01027,2026-06-30,Lunch,Thunder tea rice,153,Y
RESIDENT_00988,2026-06-17,Dinner,Yong tau foo (soup),203,Y
RESIDENT_00766,2026-06-10,Dinner,Char kway teow,775,N
RESIDENT_00522,2026-04-03,Dinner,Oats & berries,412,Y
RESIDENT_00083,2026-05-05,Snack,Wholegrain cereal,400,Y
RESIDENT_00317,2026-05-16,Breakfast,Yong tau foo (soup),399,Y
RESIDENT_01233,2026-05-10,Snack,Laksa,616,N
RESIDENT_00379,2026-05-08,Dinner,Yong tau foo (soup),173,Y
RESIDENT_00466,2026-04-22,Lunch,Oats & berries,192,Y
RESIDENT_00104,2026-04-01,Snack,Kopi-O (no sugar),5,Y
RESIDENT_01174,2026-04-12,Breakfast,Chicken rice,645,N
RESIDENT_00587,2026-04-28,Breakfast,Nasi lemak,728,N
RESIDENT_00946,2026-04-02,Breakfast,Oats & berries,286,Y
RESIDENT_00743,2026-04-12,Lunch,Laksa,583,N
RESIDENT_00139,2026-05-10,Lunch,Fruit bowl,214,Y
RESIDENT_01248,2026-06-23,Snack,Yong tau foo (soup),315,Y
RESIDENT_00633,2026-05-28,Snack,Salad bowl,178,Y
RESIDENT_00793,2026-05-26,Dinner,Chicken rice,794,N
RESIDENT_00920,2026-05-05,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00208,2026-06-23,Snack,Wholegrain cereal,201,Y
RESIDENT_01088,2026-06-23,Breakfast,Fruit bowl,228,Y
RESIDENT_01480,2026-05-10,Lunch,Steamed fish & veg,288,Y
RESIDENT_00787,2026-05-29,Lunch,Laksa,555,N
RESIDENT_00049,2026-05-28,Snack,Chicken rice,566,N
RESIDENT_00296,2026-06-04,Dinner,Fried bee hoon,742,N
RESIDENT_00592,2026-06-13,Snack,Wholegrain cereal,359,Y
RESIDENT_00342,2026-04-22,Lunch,Bubble tea,520,N
RESIDENT_00870,2026-04-22,Dinner,Salad bowl,243,Y
RESIDENT_00386,2026-04-21,Lunch,Nasi lemak,782,N
RESIDENT_00146,2026-05-03,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00874,2026-05-20,Snack,Bubble tea,738,N
RESIDENT_00261,2026-05-12,Dinner,Oats & berries,384,Y
RESIDENT_00665,2026-05-30,Dinner,Thunder tea rice,235,Y
RESIDENT_00541,2026-04-20,Dinner,Steamed fish & veg,207,Y
RESIDENT_01413,2026-05-11,Breakfast,Steamed fish & veg,156,Y
RESIDENT_00944,2026-06-01,Dinner,Nasi lemak,672,N
RESIDENT_01229,2026-06-20,Breakfast,Char kway teow,639,N
RESIDENT_00650,2026-04-26,Lunch,Steamed fish & veg,312,Y
RESIDENT_00453,2026-04-17,Breakfast,Chicken rice,809,N
RESIDENT_01247,2026-04-16,Lunch,Wholegrain cereal,144,Y
RESIDENT_00045,2026-05-18,Breakfast,Roti prata,501,N
RESIDENT_00678,2026-04-07,Snack,Chicken rice,809,N
RESIDENT_00876,2026-05-03,Lunch,Salad bowl,247,Y
RESIDENT_00683,2026-06-12,Dinner,Bubble tea,701,N
RESIDENT_00117,2026-05-30,Breakfast,Yong tau foo (soup),417,Y
RESIDENT_00184,2026-06-18,Breakfast,Bubble tea,845,N
RESIDENT_01015,2026-05-31,Lunch,Steamed fish & veg,240,Y
RESIDENT_00925,2026-06-17,Breakfast,Fruit bowl,283,Y
RESIDENT_01292,2026-05-20,Snack,Salad bowl,161,Y
RESIDENT_00510,2026-05-29,Breakfast,Nasi lemak,545,N
RESIDENT_01172,2026-04-25,Breakfast,Yong tau foo (soup),191,Y
RESIDENT_00452,2026-06-25,Lunch,Thunder tea rice,296,Y
RESIDENT_01177,2026-04-18,Lunch,Roti prata,592,N
RESIDENT_01080,2026-05-22,Snack,Fried bee hoon,571,N
RESIDENT_01140,2026-05-16,Dinner,Thunder tea rice,330,Y
RESIDENT_00756,2026-05-13,Breakfast,Bubble tea,534,N
RESIDENT_01129,2026-06-10,Snack,Wholegrain cereal,342,Y
RESIDENT_00535,2026-06-30,Snack,Char kway teow,520,N
RESIDENT_00961,2026-06-15,Lunch,Yong tau foo (soup),206,Y
RESIDENT_01443,2026-06-05,Dinner,Roti prata,617,N
RESIDENT_01155,2026-05-16,Lunch,Salad bowl,148,Y
RESIDENT_00409,2026-05-18,Breakfast,Thunder tea rice,237,Y
RESIDENT_01312,2026-04-17,Lunch,Yong tau foo (soup),283,Y
RESIDENT_00457,2026-04-02,Lunch,Roti prata,722,N
RESIDENT_00608,2026-04-30,Breakfast,Fried bee hoon,539,N
RESIDENT_00840,2026-04-10,Snack,Wholegrain cereal,290,Y
RESIDENT_01014,2026-06-06,Snack,Char kway teow,712,N
RESIDENT_00537,2026-06-15,Snack,Char kway teow,525,N
RESIDENT_00126,2026-06-09,Breakfast,Char kway teow,716,N
RESIDENT_00915,2026-04-28,Lunch,Salad bowl,151,Y
RESIDENT_00919,2026-04-06,Breakfast,Fried bee hoon,681,N
RESIDENT_00532,2026-04-22,Lunch,Oats & berries,404,Y
RESIDENT_01388,2026-05-29,Dinner,Char kway teow,688,N
RESIDENT_01119,2026-05-10,Snack,Char kway teow,537,N
RESIDENT_01436,2026-04-28,Lunch,Fruit bowl,169,Y
RESIDENT_01355,2026-04-08,Snack,Laksa,831,N
RESIDENT_00832,2026-06-29,Breakfast,Yong tau foo (soup),139,Y
RESIDENT_00149,2026-04-30,Lunch,Oats & berries,135,Y
RESIDENT_00969,2026-06-08,Dinner,Fried bee hoon,484,N
RESIDENT_00402,2026-05-04,Breakfast,Fried bee hoon,587,N
RESIDENT_00100,2026-05-02,Snack,Thunder tea rice,292,Y
RESIDENT_01462,2026-05-29,Dinner,Salad bowl,241,Y
RESIDENT_00818,2026-06-26,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00757,2026-05-16,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00879,2026-05-24,Lunch,Laksa,803,N
RESIDENT_01464,2026-06-30,Lunch,Yong tau foo (soup),208,Y
RESIDENT_01469,2026-06-23,Snack,Bubble tea,756,N
RESIDENT_01116,2026-05-08,Breakfast,Laksa,694,N
RESIDENT_01013,2026-06-10,Breakfast,Thunder tea rice,351,Y
RESIDENT_00596,2026-04-20,Dinner,Bubble tea,699,N
RESIDENT_01318,2026-04-21,Dinner,Char kway teow,587,N
RESIDENT_00294,2026-04-21,Snack,Yong tau foo (soup),215,Y
RESIDENT_00626,2026-04-24,Lunch,Chicken rice,579,N
RESIDENT_00726,2026-04-03,Breakfast,Roti prata,743,N
RESIDENT_00571,2026-05-29,Lunch,Chicken rice,775,N
RESIDENT_00089,2026-05-17,Lunch,Fruit bowl,172,Y
RESIDENT_00195,2026-06-08,Dinner,Fried bee hoon,600,N
