booking_id,resident_id,event_id,event_name,event_type,event_date,region,booked_flag,attended_flag
BKG002139,RESIDENT_00863,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-26,Central,Y,Y
BKG002901,RESIDENT_01173,EVT008,Strength & Mobility,Workout Class,2026-04-11,Central,Y,Y
BKG000319,RESIDENT_00150,EVT004,Brisk Walk @ Park,Community Walk,2026-04-28,West,Y,Y
BKG000349,RESIDENT_00160,EVT005,Sundays@thePark,Community Walk,2026-05-27,West,Y,N
BKG001639,RESIDENT_00670,EVT008,Strength & Mobility,Workout Class,2026-06-19,North-East,Y,N
BKG001472,RESIDENT_00592,EVT010,Nutrition Talk,Talk,2026-06-19,Central,Y,N
BKG001574,RESIDENT_00643,EVT002,HIIT @ CC,Workout Class,2026-06-12,Central,Y,N
BKG002024,RESIDENT_00819,EVT008,Strength & Mobility,Workout Class,2026-06-04,Central,Y,Y
BKG003183,RESIDENT_01286,EVT003,Zumba Fiesta,Workout Class,2026-04-26,North-East,Y,Y
BKG001234,RESIDENT_00513,EVT005,Sundays@thePark,Community Walk,2026-04-24,East,Y,N
BKG003085,RESIDENT_01254,EVT002,HIIT @ CC,Workout Class,2026-04-09,North-East,Y,Y
BKG000237,RESIDENT_00106,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-22,North-East,Y,Y
BKG002639,RESIDENT_01070,EVT007,Weekend Cycling,Community Ride,2026-06-19,North,Y,Y
BKG002327,RESIDENT_00934,EVT010,Nutrition Talk,Talk,2026-05-18,Central,Y,N
BKG000760,RESIDENT_00326,EVT002,HIIT @ CC,Workout Class,2026-05-04,West,Y,Y
BKG002130,RESIDENT_00861,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-12,East,Y,Y
BKG002529,RESIDENT_01021,EVT004,Brisk Walk @ Park,Community Walk,2026-04-11,North-East,Y,N
BKG002005,RESIDENT_00814,EVT006,Aqua Aerobics,Workout Class,2026-06-06,North-East,Y,Y
BKG000445,RESIDENT_00200,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-15,North,Y,N
BKG001817,RESIDENT_00748,EVT005,Sundays@thePark,Community Walk,2026-05-01,Central,Y,Y
BKG003184,RESIDENT_01287,EVT005,Sundays@thePark,Community Walk,2026-05-03,Central,Y,Y
BKG002187,RESIDENT_00880,EVT004,Brisk Walk @ Park,Community Walk,2026-06-02,Central,Y,Y
BKG000141,RESIDENT_00067,EVT010,Nutrition Talk,Talk,2026-04-07,North,Y,Y
BKG001068,RESIDENT_00447,EVT009,Health Screening Drive,Screening,2026-05-18,West,Y,Y
BKG002969,RESIDENT_01203,EVT004,Brisk Walk @ Park,Community Walk,2026-05-24,North-East,Y,N
BKG000444,RESIDENT_00199,EVT003,Zumba Fiesta,Workout Class,2026-06-01,North,Y,N
BKG002925,RESIDENT_01186,EVT010,Nutrition Talk,Talk,2026-05-09,East,Y,Y
BKG000850,RESIDENT_00363,EVT002,HIIT @ CC,Workout Class,2026-05-25,East,Y,Y
BKG003238,RESIDENT_01308,EVT003,Zumba Fiesta,Workout Class,2026-06-20,North-East,Y,Y
BKG000773,RESIDENT_00330,EVT007,Weekend Cycling,Community Ride,2026-04-22,North-East,Y,Y
BKG003023,RESIDENT_01224,EVT004,Brisk Walk @ Park,Community Walk,2026-05-02,North,Y,Y
BKG002165,RESIDENT_00871,EVT003,Zumba Fiesta,Workout Class,2026-04-08,West,Y,Y
BKG001051,RESIDENT_00441,EVT003,Zumba Fiesta,Workout Class,2026-05-20,Central,Y,Y
BKG002166,RESIDENT_00871,EVT009,Health Screening Drive,Screening,2026-05-07,West,Y,Y
BKG001557,RESIDENT_00637,EVT002,HIIT @ CC,Workout Class,2026-04-11,West,Y,N
BKG000935,RESIDENT_00393,EVT006,Aqua Aerobics,Workout Class,2026-06-17,West,Y,N
BKG000599,RESIDENT_00264,EVT002,HIIT @ CC,Workout Class,2026-05-01,East,Y,N
BKG000789,RESIDENT_00337,EVT005,Sundays@thePark,Community Walk,2026-05-21,East,Y,Y
BKG000382,RESIDENT_00174,EVT004,Brisk Walk @ Park,Community Walk,2026-04-28,Central,Y,Y
BKG002463,RESIDENT_00983,EVT009,Health Screening Drive,Screening,2026-05-03,Central,Y,Y
BKG001260,RESIDENT_00524,EVT010,Nutrition Talk,Talk,2026-05-24,Central,Y,Y
BKG002009,RESIDENT_00815,EVT004,Brisk Walk @ Park,Community Walk,2026-04-18,West,Y,Y
BKG002098,RESIDENT_00848,EVT007,Weekend Cycling,Community Ride,2026-06-03,North,Y,N
BKG003222,RESIDENT_01303,EVT005,Sundays@thePark,Community Walk,2026-06-08,West,Y,N
BKG002260,RESIDENT_00908,EVT004,Brisk Walk @ Park,Community Walk,2026-06-07,North,Y,Y
BKG002987,RESIDENT_01209,EVT003,Zumba Fiesta,Workout Class,2026-06-26,North-East,Y,N
BKG000864,RESIDENT_00367,EVT003,Zumba Fiesta,Workout Class,2026-05-03,North-East,Y,Y
BKG000650,RESIDENT_00280,EVT008,Strength & Mobility,Workout Class,2026-05-15,North-East,Y,Y
BKG003352,RESIDENT_01361,EVT003,Zumba Fiesta,Workout Class,2026-06-19,North,Y,N
BKG003260,RESIDENT_01318,EVT009,Health Screening Drive,Screening,2026-04-24,North-East,Y,Y
BKG002176,RESIDENT_00876,EVT008,Strength & Mobility,Workout Class,2026-06-19,Central,Y,Y
BKG000479,RESIDENT_00212,EVT008,Strength & Mobility,Workout Class,2026-06-13,North-East,Y,Y
BKG001856,RESIDENT_00763,EVT008,Strength & Mobility,Workout Class,2026-05-20,North-East,Y,Y
BKG000207,RESIDENT_00094,EVT004,Brisk Walk @ Park,Community Walk,2026-04-06,East,Y,Y
BKG003098,RESIDENT_01259,EVT009,Health Screening Drive,Screening,2026-04-14,East,Y,Y
BKG000213,RESIDENT_00097,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-01,North-East,Y,Y
BKG001695,RESIDENT_00694,EVT008,Strength & Mobility,Workout Class,2026-04-20,East,Y,Y
BKG001732,RESIDENT_00711,EVT005,Sundays@thePark,Community Walk,2026-06-20,Central,Y,Y
BKG001062,RESIDENT_00446,EVT007,Weekend Cycling,Community Ride,2026-05-27,Central,Y,Y
BKG003323,RESIDENT_01349,EVT006,Aqua Aerobics,Workout Class,2026-04-10,Central,Y,N
BKG001288,RESIDENT_00534,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-02,Central,Y,Y
BKG003041,RESIDENT_01233,EVT002,HIIT @ CC,Workout Class,2026-06-22,Central,Y,N
BKG001724,RESIDENT_00708,EVT009,Health Screening Drive,Screening,2026-06-02,East,Y,Y
BKG002132,RESIDENT_00861,EVT009,Health Screening Drive,Screening,2026-06-06,East,Y,Y
BKG003551,RESIDENT_01452,EVT004,Brisk Walk @ Park,Community Walk,2026-05-08,West,Y,N
BKG000621,RESIDENT_00271,EVT004,Brisk Walk @ Park,Community Walk,2026-06-06,East,Y,Y
BKG001970,RESIDENT_00802,EVT008,Strength & Mobility,Workout Class,2026-06-07,North-East,Y,Y
BKG001188,RESIDENT_00495,EVT008,Strength & Mobility,Workout Class,2026-05-23,East,Y,Y
BKG002753,RESIDENT_01118,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-23,Central,Y,Y
BKG001599,RESIDENT_00657,EVT010,Nutrition Talk,Talk,2026-06-06,East,Y,N
BKG001197,RESIDENT_00499,EVT008,Strength & Mobility,Workout Class,2026-04-13,North-East,Y,Y
BKG002744,RESIDENT_01114,EVT006,Aqua Aerobics,Workout Class,2026-06-09,North,Y,N
BKG000305,RESIDENT_00144,EVT002,HIIT @ CC,Workout Class,2026-04-13,North-East,Y,Y
BKG003199,RESIDENT_01292,EVT005,Sundays@thePark,Community Walk,2026-05-22,West,Y,Y
BKG003093,RESIDENT_01256,EVT005,Sundays@thePark,Community Walk,2026-05-06,North,Y,Y
BKG001256,RESIDENT_00522,EVT008,Strength & Mobility,Workout Class,2026-04-28,North,Y,Y
BKG001635,RESIDENT_00668,EVT008,Strength & Mobility,Workout Class,2026-04-19,North-East,Y,Y
BKG001456,RESIDENT_00589,EVT006,Aqua Aerobics,Workout Class,2026-05-30,Central,Y,Y
BKG003080,RESIDENT_01253,EVT008,Strength & Mobility,Workout Class,2026-04-03,North-East,Y,N
BKG002926,RESIDENT_01187,EVT006,Aqua Aerobics,Workout Class,2026-06-22,Central,Y,Y
BKG003022,RESIDENT_01224,EVT009,Health Screening Drive,Screening,2026-04-03,North,Y,Y
BKG002932,RESIDENT_01188,EVT006,Aqua Aerobics,Workout Class,2026-04-23,North,Y,Y
BKG002714,RESIDENT_01105,EVT005,Sundays@thePark,Community Walk,2026-04-11,East,Y,Y
BKG003334,RESIDENT_01352,EVT003,Zumba Fiesta,Workout Class,2026-04-08,West,Y,N
BKG002055,RESIDENT_00835,EVT005,Sundays@thePark,Community Walk,2026-05-02,West,Y,N
BKG003077,RESIDENT_01252,EVT006,Aqua Aerobics,Workout Class,2026-06-21,West,Y,Y
BKG002155,RESIDENT_00869,EVT010,Nutrition Talk,Talk,2026-06-29,Central,Y,Y
BKG002418,RESIDENT_00963,EVT006,Aqua Aerobics,Workout Class,2026-05-12,Central,Y,N
BKG000980,RESIDENT_00412,EVT007,Weekend Cycling,Community Ride,2026-05-01,West,Y,N
BKG000805,RESIDENT_00344,EVT008,Strength & Mobility,Workout Class,2026-06-23,North,Y,N
BKG002930,RESIDENT_01188,EVT006,Aqua Aerobics,Workout Class,2026-04-19,North,Y,Y
BKG001119,RESIDENT_00466,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-14,North-East,Y,Y
BKG001473,RESIDENT_00593,EVT003,Zumba Fiesta,Workout Class,2026-04-23,North,Y,Y
BKG003296,RESIDENT_01336,EVT002,HIIT @ CC,Workout Class,2026-06-05,East,Y,Y
BKG001907,RESIDENT_00782,EVT005,Sundays@thePark,Community Walk,2026-06-14,West,Y,N
BKG001808,RESIDENT_00747,EVT005,Sundays@thePark,Community Walk,2026-04-01,East,Y,Y
BKG001605,RESIDENT_00659,EVT010,Nutrition Talk,Talk,2026-06-26,North,Y,Y
BKG001981,RESIDENT_00804,EVT007,Weekend Cycling,Community Ride,2026-05-22,North,Y,Y
BKG000543,RESIDENT_00240,EVT003,Zumba Fiesta,Workout Class,2026-06-14,East,Y,Y
BKG001878,RESIDENT_00774,EVT009,Health Screening Drive,Screening,2026-05-25,West,Y,Y
BKG001271,RESIDENT_00529,EVT003,Zumba Fiesta,Workout Class,2026-04-16,East,Y,N
BKG001962,RESIDENT_00800,EVT006,Aqua Aerobics,Workout Class,2026-04-08,Central,Y,N
BKG000750,RESIDENT_00321,EVT005,Sundays@thePark,Community Walk,2026-04-17,West,Y,N
BKG002416,RESIDENT_00963,EVT008,Strength & Mobility,Workout Class,2026-04-10,West,Y,Y
BKG003359,RESIDENT_01363,EVT008,Strength & Mobility,Workout Class,2026-04-14,North,Y,Y
BKG003333,RESIDENT_01351,EVT009,Health Screening Drive,Screening,2026-06-07,North-East,Y,Y
BKG000500,RESIDENT_00226,EVT009,Health Screening Drive,Screening,2026-05-04,Central,Y,N
BKG003392,RESIDENT_01376,EVT008,Strength & Mobility,Workout Class,2026-05-04,North-East,Y,N
BKG003629,RESIDENT_01497,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-16,Central,Y,N
BKG000804,RESIDENT_00344,EVT009,Health Screening Drive,Screening,2026-04-27,North,Y,Y
BKG000769,RESIDENT_00329,EVT010,Nutrition Talk,Talk,2026-05-01,North,Y,N
BKG000956,RESIDENT_00404,EVT005,Sundays@thePark,Community Walk,2026-06-25,West,Y,Y
BKG002818,RESIDENT_01143,EVT006,Aqua Aerobics,Workout Class,2026-04-20,West,Y,N
BKG000276,RESIDENT_00128,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-22,East,Y,N
BKG001158,RESIDENT_00483,EVT004,Brisk Walk @ Park,Community Walk,2026-05-04,North,Y,N
BKG003142,RESIDENT_01273,EVT009,Health Screening Drive,Screening,2026-06-21,North-East,Y,N
BKG001796,RESIDENT_00740,EVT007,Weekend Cycling,Community Ride,2026-05-02,North,Y,Y
BKG000703,RESIDENT_00299,EVT005,Sundays@thePark,Community Walk,2026-04-24,Central,Y,Y
BKG001274,RESIDENT_00530,EVT002,HIIT @ CC,Workout Class,2026-05-28,North-East,Y,Y
BKG003549,RESIDENT_01452,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-27,West,Y,Y
BKG000372,RESIDENT_00168,EVT002,HIIT @ CC,Workout Class,2026-06-07,Central,Y,N
BKG003095,RESIDENT_01257,EVT006,Aqua Aerobics,Workout Class,2026-06-24,Central,Y,Y
BKG000671,RESIDENT_00287,EVT009,Health Screening Drive,Screening,2026-06-18,West,Y,Y
BKG001025,RESIDENT_00433,EVT010,Nutrition Talk,Talk,2026-05-28,North,Y,Y
BKG000415,RESIDENT_00191,EVT005,Sundays@thePark,Community Walk,2026-06-17,North-East,Y,Y
BKG002153,RESIDENT_00868,EVT002,HIIT @ CC,Workout Class,2026-06-20,West,Y,Y
BKG002751,RESIDENT_01118,EVT003,Zumba Fiesta,Workout Class,2026-06-05,East,Y,Y
BKG000302,RESIDENT_00142,EVT007,Weekend Cycling,Community Ride,2026-05-11,North,Y,Y
BKG002202,RESIDENT_00884,EVT004,Brisk Walk @ Park,Community Walk,2026-05-18,Central,Y,Y
BKG002653,RESIDENT_01077,EVT005,Sundays@thePark,Community Walk,2026-04-23,Central,Y,Y
BKG001346,RESIDENT_00555,EVT010,Nutrition Talk,Talk,2026-04-11,West,Y,Y
BKG002113,RESIDENT_00853,EVT008,Strength & Mobility,Workout Class,2026-04-14,Central,Y,Y
BKG000176,RESIDENT_00081,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-27,North,Y,Y
BKG001628,RESIDENT_00667,EVT002,HIIT @ CC,Workout Class,2026-05-20,East,Y,Y
BKG002631,RESIDENT_01063,EVT005,Sundays@thePark,Community Walk,2026-05-20,East,Y,Y
BKG003638,RESIDENT_01500,EVT005,Sundays@thePark,Community Walk,2026-06-19,Central,Y,Y
BKG003300,RESIDENT_01337,EVT007,Weekend Cycling,Community Ride,2026-06-17,North,Y,Y
BKG001378,RESIDENT_00567,EVT003,Zumba Fiesta,Workout Class,2026-04-25,West,Y,N
BKG001216,RESIDENT_00505,EVT006,Aqua Aerobics,Workout Class,2026-05-31,Central,Y,Y
BKG000582,RESIDENT_00257,EVT007,Weekend Cycling,Community Ride,2026-05-01,Central,Y,Y
BKG001434,RESIDENT_00583,EVT007,Weekend Cycling,Community Ride,2026-05-29,Central,Y,Y
BKG002524,RESIDENT_01016,EVT003,Zumba Fiesta,Workout Class,2026-05-06,Central,Y,Y
BKG001504,RESIDENT_00607,EVT002,HIIT @ CC,Workout Class,2026-06-04,North-East,Y,N
BKG002542,RESIDENT_01027,EVT002,HIIT @ CC,Workout Class,2026-05-01,West,Y,N
BKG003462,RESIDENT_01411,EVT004,Brisk Walk @ Park,Community Walk,2026-06-27,North-East,Y,N
BKG000840,RESIDENT_00360,EVT010,Nutrition Talk,Talk,2026-04-21,North-East,Y,N
BKG001638,RESIDENT_00669,EVT007,Weekend Cycling,Community Ride,2026-06-30,North,Y,Y
BKG003459,RESIDENT_01409,EVT004,Brisk Walk @ Park,Community Walk,2026-04-22,North,Y,Y
BKG000709,RESIDENT_00305,EVT004,Brisk Walk @ Park,Community Walk,2026-06-09,West,Y,Y
BKG000292,RESIDENT_00136,EVT008,Strength & Mobility,Workout Class,2026-04-22,East,Y,Y
BKG001884,RESIDENT_00775,EVT003,Zumba Fiesta,Workout Class,2026-04-12,Central,Y,N
BKG002451,RESIDENT_00976,EVT003,Zumba Fiesta,Workout Class,2026-04-06,East,Y,Y
BKG002059,RESIDENT_00836,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-10,East,Y,Y
BKG001354,RESIDENT_00557,EVT002,HIIT @ CC,Workout Class,2026-04-12,West,Y,Y
BKG001454,RESIDENT_00589,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-21,North,Y,Y
BKG001534,RESIDENT_00625,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-01,Central,Y,Y
BKG003552,RESIDENT_01452,EVT009,Health Screening Drive,Screening,2026-04-02,West,Y,N
BKG001376,RESIDENT_00567,EVT002,HIIT @ CC,Workout Class,2026-05-27,West,Y,N
BKG001550,RESIDENT_00634,EVT002,HIIT @ CC,Workout Class,2026-06-13,Central,Y,Y
BKG001132,RESIDENT_00469,EVT010,Nutrition Talk,Talk,2026-05-18,West,Y,Y
BKG002365,RESIDENT_00948,EVT002,HIIT @ CC,Workout Class,2026-04-08,West,Y,N
BKG002544,RESIDENT_01028,EVT004,Brisk Walk @ Park,Community Walk,2026-04-14,Central,Y,N
BKG002441,RESIDENT_00973,EVT007,Weekend Cycling,Community Ride,2026-06-16,Central,Y,Y
BKG000640,RESIDENT_00279,EVT009,Health Screening Drive,Screening,2026-05-20,East,Y,Y
BKG002245,RESIDENT_00904,EVT010,Nutrition Talk,Talk,2026-05-16,Central,Y,Y
BKG001486,RESIDENT_00601,EVT008,Strength & Mobility,Workout Class,2026-06-16,Central,Y,Y
BKG000708,RESIDENT_00303,EVT002,HIIT @ CC,Workout Class,2026-06-08,East,Y,Y
BKG003221,RESIDENT_01303,EVT003,Zumba Fiesta,Workout Class,2026-06-19,West,Y,N
BKG002589,RESIDENT_01049,EVT009,Health Screening Drive,Screening,2026-05-01,West,Y,Y
BKG002404,RESIDENT_00959,EVT003,Zumba Fiesta,Workout Class,2026-04-12,East,Y,Y
BKG003019,RESIDENT_01222,EVT007,Weekend Cycling,Community Ride,2026-05-30,North-East,Y,N
BKG000489,RESIDENT_00221,EVT002,HIIT @ CC,Workout Class,2026-06-15,North-East,Y,Y
BKG003181,RESIDENT_01285,EVT009,Health Screening Drive,Screening,2026-05-02,North,Y,Y
BKG001715,RESIDENT_00706,EVT009,Health Screening Drive,Screening,2026-04-12,North-East,Y,Y
BKG001407,RESIDENT_00575,EVT003,Zumba Fiesta,Workout Class,2026-05-12,North,Y,Y
BKG001033,RESIDENT_00436,EVT008,Strength & Mobility,Workout Class,2026-06-26,East,Y,Y
BKG001143,RESIDENT_00474,EVT003,Zumba Fiesta,Workout Class,2026-06-20,North,Y,Y
BKG003052,RESIDENT_01242,EVT003,Zumba Fiesta,Workout Class,2026-06-09,East,Y,N
BKG001804,RESIDENT_00742,EVT005,Sundays@thePark,Community Walk,2026-06-26,Central,Y,N
BKG002729,RESIDENT_01110,EVT004,Brisk Walk @ Park,Community Walk,2026-04-13,North-East,Y,N
BKG002216,RESIDENT_00887,EVT002,HIIT @ CC,Workout Class,2026-06-18,North-East,Y,Y
BKG000520,RESIDENT_00233,EVT010,Nutrition Talk,Talk,2026-04-15,Central,Y,Y
BKG002312,RESIDENT_00929,EVT002,HIIT @ CC,Workout Class,2026-05-04,West,Y,Y
BKG002509,RESIDENT_01010,EVT002,HIIT @ CC,Workout Class,2026-05-14,North-East,Y,N
BKG001092,RESIDENT_00456,EVT003,Zumba Fiesta,Workout Class,2026-05-06,Central,Y,N
BKG001579,RESIDENT_00646,EVT002,HIIT @ CC,Workout Class,2026-04-11,North-East,Y,Y
BKG001399,RESIDENT_00573,EVT009,Health Screening Drive,Screening,2026-04-28,North-East,Y,Y
BKG000945,RESIDENT_00397,EVT006,Aqua Aerobics,Workout Class,2026-05-24,North-East,Y,Y
BKG000264,RESIDENT_00122,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-24,West,Y,N
BKG001482,RESIDENT_00600,EVT003,Zumba Fiesta,Workout Class,2026-06-20,North,Y,Y
BKG002538,RESIDENT_01025,EVT006,Aqua Aerobics,Workout Class,2026-05-30,West,Y,Y
BKG002196,RESIDENT_00882,EVT007,Weekend Cycling,Community Ride,2026-05-10,Central,Y,Y
BKG003166,RESIDENT_01281,EVT006,Aqua Aerobics,Workout Class,2026-04-23,North,Y,Y
BKG002558,RESIDENT_01034,EVT008,Strength & Mobility,Workout Class,2026-04-28,North,Y,Y
BKG000798,RESIDENT_00341,EVT010,Nutrition Talk,Talk,2026-04-16,Central,Y,Y
BKG001404,RESIDENT_00574,EVT005,Sundays@thePark,Community Walk,2026-05-27,West,Y,Y
BKG001987,RESIDENT_00807,EVT003,Zumba Fiesta,Workout Class,2026-06-09,Central,Y,N
BKG003633,RESIDENT_01498,EVT003,Zumba Fiesta,Workout Class,2026-04-07,North-East,Y,N
BKG003627,RESIDENT_01497,EVT007,Weekend Cycling,Community Ride,2026-05-13,Central,Y,Y
BKG003557,RESIDENT_01458,EVT009,Health Screening Drive,Screening,2026-06-28,Central,Y,Y
BKG001302,RESIDENT_00540,EVT006,Aqua Aerobics,Workout Class,2026-06-06,Central,Y,N
BKG001661,RESIDENT_00678,EVT006,Aqua Aerobics,Workout Class,2026-06-16,North,Y,Y
BKG001394,RESIDENT_00573,EVT002,HIIT @ CC,Workout Class,2026-04-01,North-East,Y,Y
BKG002995,RESIDENT_01212,EVT005,Sundays@thePark,Community Walk,2026-05-09,Central,Y,Y
BKG003332,RESIDENT_01351,EVT009,Health Screening Drive,Screening,2026-06-18,North-East,Y,Y
BKG003630,RESIDENT_01497,EVT007,Weekend Cycling,Community Ride,2026-05-06,Central,Y,Y
BKG000505,RESIDENT_00228,EVT008,Strength & Mobility,Workout Class,2026-04-27,North,Y,Y
BKG000937,RESIDENT_00393,EVT007,Weekend Cycling,Community Ride,2026-04-09,Central,Y,Y
BKG000809,RESIDENT_00345,EVT003,Zumba Fiesta,Workout Class,2026-05-04,West,Y,N
BKG000052,RESIDENT_00022,EVT007,Weekend Cycling,Community Ride,2026-05-04,West,Y,Y
BKG001138,RESIDENT_00470,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-06,North,Y,N
BKG002741,RESIDENT_01112,EVT001,Sunrise Mass Workout,Mass Workout,2026-05-20,West,Y,Y
BKG000560,RESIDENT_00251,EVT009,Health Screening Drive,Screening,2026-05-17,Central,Y,Y
BKG002459,RESIDENT_00980,EVT002,HIIT @ CC,Workout Class,2026-05-11,North-East,Y,Y
BKG003324,RESIDENT_01349,EVT004,Brisk Walk @ Park,Community Walk,2026-05-18,East,Y,N
BKG000502,RESIDENT_00227,EVT010,Nutrition Talk,Talk,2026-06-30,West,Y,N
BKG001222,RESIDENT_00509,EVT009,Health Screening Drive,Screening,2026-06-26,North-East,Y,Y
BKG000583,RESIDENT_00257,EVT008,Strength & Mobility,Workout Class,2026-05-29,Central,Y,Y
BKG001484,RESIDENT_00601,EVT002,HIIT @ CC,Workout Class,2026-04-18,West,Y,Y
BKG002809,RESIDENT_01140,EVT002,HIIT @ CC,Workout Class,2026-05-28,North-East,Y,Y
BKG003411,RESIDENT_01384,EVT005,Sundays@thePark,Community Walk,2026-05-02,Central,Y,Y
BKG001382,RESIDENT_00569,EVT007,Weekend Cycling,Community Ride,2026-06-25,East,Y,N
BKG003182,RESIDENT_01286,EVT004,Brisk Walk @ Park,Community Walk,2026-06-18,North-East,Y,N
BKG002688,RESIDENT_01094,EVT006,Aqua Aerobics,Workout Class,2026-06-06,West,Y,N
BKG003598,RESIDENT_01481,EVT009,Health Screening Drive,Screening,2026-06-11,East,Y,N
BKG001601,RESIDENT_00658,EVT002,HIIT @ CC,Workout Class,2026-05-10,West,Y,Y
BKG000991,RESIDENT_00416,EVT010,Nutrition Talk,Talk,2026-04-16,East,Y,Y
BKG001295,RESIDENT_00538,EVT008,Strength & Mobility,Workout Class,2026-06-14,North-East,Y,Y
BKG002225,RESIDENT_00894,EVT010,Nutrition Talk,Talk,2026-06-09,North-East,Y,N
BKG002662,RESIDENT_01080,EVT002,HIIT @ CC,Workout Class,2026-06-17,North-East,Y,Y
BKG001735,RESIDENT_00712,EVT004,Brisk Walk @ Park,Community Walk,2026-04-05,North-East,Y,Y
BKG001380,RESIDENT_00568,EVT007,Weekend Cycling,Community Ride,2026-06-30,Central,Y,Y
BKG003100,RESIDENT_01259,EVT009,Health Screening Drive,Screening,2026-05-30,East,Y,Y
BKG001888,RESIDENT_00775,EVT009,Health Screening Drive,Screening,2026-04-26,East,Y,N
BKG000847,RESIDENT_00363,EVT010,Nutrition Talk,Talk,2026-06-25,East,Y,Y
BKG002578,RESIDENT_01043,EVT007,Weekend Cycling,Community Ride,2026-04-12,East,Y,Y
BKG001948,RESIDENT_00795,EVT009,Health Screening Drive,Screening,2026-04-12,North-East,Y,N
BKG002405,RESIDENT_00959,EVT008,Strength & Mobility,Workout Class,2026-05-16,North-East,Y,Y
BKG000934,RESIDENT_00392,EVT003,Zumba Fiesta,Workout Class,2026-05-05,West,Y,Y
BKG002430,RESIDENT_00968,EVT008,Strength & Mobility,Workout Class,2026-04-22,Central,Y,N
BKG000115,RESIDENT_00049,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-12,North-East,Y,Y
BKG003059,RESIDENT_01245,EVT005,Sundays@thePark,Community Walk,2026-06-04,Central,Y,Y
BKG002664,RESIDENT_01080,EVT006,Aqua Aerobics,Workout Class,2026-06-03,North-East,Y,Y
BKG002973,RESIDENT_01204,EVT009,Health Screening Drive,Screening,2026-05-26,North,Y,Y
BKG002523,RESIDENT_01016,EVT010,Nutrition Talk,Talk,2026-06-09,North-East,Y,Y
BKG002314,RESIDENT_00930,EVT004,Brisk Walk @ Park,Community Walk,2026-06-21,West,Y,N
BKG003346,RESIDENT_01359,EVT010,Nutrition Talk,Talk,2026-05-20,West,Y,N
BKG003343,RESIDENT_01358,EVT009,Health Screening Drive,Screening,2026-05-05,Central,Y,N
BKG000464,RESIDENT_00205,EVT007,Weekend Cycling,Community Ride,2026-05-13,West,Y,Y
BKG003383,RESIDENT_01374,EVT002,HIIT @ CC,Workout Class,2026-06-28,Central,Y,Y
BKG001023,RESIDENT_00430,EVT008,Strength & Mobility,Workout Class,2026-06-30,North-East,Y,N
BKG000035,RESIDENT_00015,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-14,North-East,Y,Y
BKG000232,RESIDENT_00104,EVT005,Sundays@thePark,Community Walk,2026-06-12,Central,Y,N
BKG000346,RESIDENT_00158,EVT003,Zumba Fiesta,Workout Class,2026-05-20,West,Y,Y
BKG001733,RESIDENT_00712,EVT006,Aqua Aerobics,Workout Class,2026-06-01,North-East,Y,Y
BKG000443,RESIDENT_00199,EVT006,Aqua Aerobics,Workout Class,2026-06-17,North,Y,Y
BKG000950,RESIDENT_00398,EVT005,Sundays@thePark,Community Walk,2026-06-01,North,Y,Y
BKG000256,RESIDENT_00115,EVT010,Nutrition Talk,Talk,2026-04-25,Central,Y,N
BKG001428,RESIDENT_00580,EVT001,Sunrise Mass Workout,Mass Workout,2026-06-02,Central,Y,Y
BKG000530,RESIDENT_00236,EVT004,Brisk Walk @ Park,Community Walk,2026-06-02,Central,Y,Y
BKG000295,RESIDENT_00137,EVT010,Nutrition Talk,Talk,2026-06-11,Central,Y,N
BKG003088,RESIDENT_01254,EVT003,Zumba Fiesta,Workout Class,2026-04-05,North-East,Y,Y
BKG001536,RESIDENT_00626,EVT001,Sunrise Mass Workout,Mass Workout,2026-04-01,West,Y,Y
BKG002490,RESIDENT_00991,EVT006,Aqua Aerobics,Workout Class,2026-05-20,Central,Y,Y
BKG001663,RESIDENT_00678,EVT005,Sundays@thePark,Community Walk,2026-04-10,West,Y,N
BKG002248,RESIDENT_00904,EVT005,Sundays@thePark,Community Walk,2026-06-22,Central,Y,Y
BKG001749,RESIDENT_00719,EVT008,Strength & Mobility,Workout Class,2026-05-12,Central,Y,N
BKG002796,RESIDENT_01133,EVT009,Health Screening Drive,Screening,2026-06-24,West,Y,Y
BKG000423,RESIDENT_00195,EVT006,Aqua Aerobics,Workout Class,2026-05-24,West,Y,N
